id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
3932,Joshua,Baker,joshua.baker.3932@gslingacademy.com,male,False,4,False,14,Stock Investor,99,85,83,98,96,79,61
3933,Stacey,Jones,stacey.jones.3933@gslingacademy.com,female,False,4,False,25,Stock Investor,77,88,90,83,88,91,67
3934,Bernard,Smith,bernard.smith.3934@gslingacademy.com,male,False,4,False,25,Stock Investor,80,87,65,84,74,64,81
3935,Katie,Johnson,katie.johnson.3935@gslingacademy.com,female,False,1,False,20,Stock Investor,79,70,85,81,88,64,68
3936,Lauren,Sullivan,lauren.sullivan.3936@gslingacademy.com,female,False,2,False,11,Stock Investor,83,69,67,91,84,66,72
3937,Kevin,Escobar,kevin.escobar.3937@gslingacademy.com,male,False,1,False,13,Stock Investor,84,82,63,75,78,92,65
3938,Juan,Stephens,juan.stephens.3938@gslingacademy.com,male,False,6,False,8,Stock Investor,89,96,65,75,61,60,60
3939,Zachary,Kennedy,zachary.kennedy.3939@gslingacademy.com,male,False,4,False,26,Stock Investor,80,74,92,79,61,82,94
3940,Patricia,Diaz,patricia.diaz.3940@gslingacademy.com,female,False,3,False,25,Stock Investor,89,91,88,81,91,90,72
3941,Courtney,Barton,courtney.barton.3941@gslingacademy.com,female,False,3,False,26,Stock Investor,88,66,98,82,61,84,97
3942,Nicholas,Carter,nicholas.carter.3942@gslingacademy.com,male,False,3,False,6,Stock Investor,83,63,75,96,72,62,75
3943,John,Dixon,john.dixon.3943@gslingacademy.com,male,False,1,False,19,Stock Investor,86,80,84,64,87,81,66
3944,James,Shaw,james.shaw.3944@gslingacademy.com,male,False,4,False,18,Stock Investor,98,78,74,95,71,65,90
3945,Matthew,Charles,matthew.charles.3945@gslingacademy.com,male,False,1,False,6,Stock Investor,81,79,61,78,67,63,72
3946,Robert,Mendez,robert.mendez.3946@gslingacademy.com,male,False,1,False,33,Stock Investor,88,70,74,67,73,92,91
3947,Carol,Palmer,carol.palmer.3947@gslingacademy.com,female,False,3,False,29,Stock Investor,91,64,98,76,62,92,98
3948,Jill,White,jill.white.3948@gslingacademy.com,female,False,3,False,23,Stock Investor,76,89,88,82,89,90,64
3949,Tiffany,Hopkins,tiffany.hopkins.3949@gslingacademy.com,female,False,4,False,27,Stock Investor,78,79,85,79,81,80,70
3950,Walter,Fitzgerald,walter.fitzgerald.3950@gslingacademy.com,male,False,3,False,20,Stock Investor,95,90,90,98,69,66,74
3951,John,Howard,john.howard.3951@gslingacademy.com,male,False,3,False,25,Stock Investor,79,89,86,85,92,69,93
3952,Colleen,Freeman,colleen.freeman.3952@gslingacademy.com,female,False,6,False,19,Stock Investor,86,62,81,65,91,75,79
3953,Amy,Wood,amy.wood.3953@gslingacademy.com,female,False,1,False,17,Stock Investor,85,61,82,88,94,65,67
3954,Amanda,Clark,amanda.clark.3954@gslingacademy.com,female,False,2,False,19,Stock Investor,82,73,79,60,96,75,98
3955,Terry,Ward,terry.ward.3955@gslingacademy.com,male,False,3,False,22,Stock Investor,77,88,93,81,62,86,93
3956,John,Gibson,john.gibson.3956@gslingacademy.com,male,False,2,False,30,Stock Investor,96,87,95,96,69,67,77
3957,Anthony,Hooper,anthony.hooper.3957@gslingacademy.com,male,False,7,False,7,Stock Investor,89,95,67,75,65,60,64
3958,Fred,Padilla,fred.padilla.3958@gslingacademy.com,male,False,2,False,32,Stock Investor,91,67,84,68,69,95,94
3959,Kelly,Gallegos,kelly.gallegos.3959@gslingacademy.com,female,False,2,False,33,Stock Investor,90,68,81,67,70,94,93
3960,Ruben,Baker,ruben.baker.3960@gslingacademy.com,male,False,1,False,3,Stock Investor,98,92,93,91,67,78,66
3961,Joshua,Thompson,joshua.thompson.3961@gslingacademy.com,male,False,1,False,18,Stock Investor,91,88,65,69,99,86,80
3962,Matthew,Diaz,matthew.diaz.3962@gslingacademy.com,male,False,1,False,32,Stock Investor,90,91,73,96,61,63,71
3963,Martha,Houston,martha.houston.3963@gslingacademy.com,female,False,3,False,15,Teacher,78,95,94,93,96,95,83
3964,Kellie,Bennett,kellie.bennett.3964@gslingacademy.com,female,False,3,False,15,Teacher,72,82,82,96,79,76,73
3965,Susan,Black,susan.black.3965@gslingacademy.com,female,False,2,False,9,Teacher,95,64,69,88,77,81,90
3966,Heather,Parrish,heather.parrish.3966@gslingacademy.com,female,False,3,False,11,Teacher,68,68,85,60,80,84,65
3967,Katelyn,Olson,katelyn.olson.3967@gslingacademy.com,female,False,3,False,12,Teacher,61,61,74,67,69,92,89
3968,Lindsey,Shaw,lindsey.shaw.3968@gslingacademy.com,female,False,2,False,14,Teacher,72,90,81,71,85,90,66
3969,Brenda,Martin,brenda.martin.3969@gslingacademy.com,female,False,3,False,10,Teacher,72,97,83,87,97,89,76
3970,Angela,Schneider,angela.schneider.3970@gslingacademy.com,female,False,4,False,10,Teacher,69,63,81,82,72,95,97
3971,Christine,Lopez,christine.lopez.3971@gslingacademy.com,female,False,2,False,7,Teacher,74,71,98,91,82,80,67
3972,Heidi,Love,heidi.love.3972@gslingacademy.com,female,False,4,False,16,Teacher,85,87,96,67,61,94,88
3973,Bailey,Hall,bailey.hall.3973@gslingacademy.com,female,False,0,False,14,Teacher,69,69,83,99,69,76,86
3974,Roberta,Cortez,roberta.cortez.3974@gslingacademy.com,female,False,1,False,10,Teacher,68,68,88,63,72,79,69
3975,Karen,Mendoza,karen.mendoza.3975@gslingacademy.com,female,False,0,False,13,Teacher,68,83,72,83,69,83,85
3976,Christine,Martin,christine.martin.3976@gslingacademy.com,female,False,1,False,8,Teacher,65,60,97,92,75,81,67
3977,Sandra,Johnson,sandra.johnson.3977@gslingacademy.com,female,False,2,False,15,Teacher,73,90,80,71,86,90,66
3978,Amanda,Berry,amanda.berry.3978@gslingacademy.com,female,False,3,False,8,Teacher,88,88,70,91,94,83,79
3979,Candace,Soto,candace.soto.3979@gslingacademy.com,female,False,1,False,8,Teacher,88,65,73,80,65,75,90
3980,Amanda,Armstrong,amanda.armstrong.3980@gslingacademy.com,female,False,4,False,11,Teacher,64,100,80,91,69,87,86
3981,Amy,Scott,amy.scott.3981@gslingacademy.com,female,False,0,False,12,Teacher,97,77,70,87,92,82,69
3982,Catherine,Mullen,catherine.mullen.3982@gslingacademy.com,female,False,2,False,12,Teacher,69,92,81,73,86,89,68
3983,Linda,Elliott,linda.elliott.3983@gslingacademy.com,female,False,0,False,17,Teacher,77,92,87,79,86,92,98
3984,Alicia,Ball,alicia.ball.3984@gslingacademy.com,female,False,1,False,12,Teacher,95,81,70,81,93,92,69
3985,Mary,Campbell,mary.campbell.3985@gslingacademy.com,female,False,2,False,13,Teacher,76,95,75,80,96,88,68
3986,Angelica,Cole,angelica.cole.3986@gslingacademy.com,female,False,3,False,14,Teacher,71,63,65,60,73,91,66
3987,Wendy,Dillon,wendy.dillon.3987@gslingacademy.com,female,False,2,False,17,Teacher,97,69,87,70,67,71,73
3988,Carolyn,Greer,carolyn.greer.3988@gslingacademy.com,female,False,4,False,10,Teacher,82,61,75,74,62,79,93
3989,Lindsay,Norton,lindsay.norton.3989@gslingacademy.com,female,False,3,False,15,Teacher,73,82,82,96,79,75,73
3990,Samantha,White,samantha.white.3990@gslingacademy.com,female,False,3,False,14,Teacher,75,71,67,66,85,89,97
3991,Mary,Baker,mary.baker.3991@gslingacademy.com,female,False,2,False,16,Teacher,67,82,76,89,73,85,80
3992,Misty,Cooper,misty.cooper.3992@gslingacademy.com,female,False,1,False,16,Teacher,92,71,69,61,92,88,95
3993,Jody,Garza,jody.garza.3993@gslingacademy.com,female,False,1,False,15,Teacher,87,64,78,60,94,95,86
3994,Crystal,Cruz,crystal.cruz.3994@gslingacademy.com,female,False,2,False,13,Teacher,67,87,84,68,84,91,70
3995,Ashley,Harris,ashley.harris.3995@gslingacademy.com,female,False,0,False,15,Teacher,68,83,73,85,70,85,83
3996,Shannon,Gordon,shannon.gordon.3996@gslingacademy.com,female,False,1,False,11,Teacher,72,85,75,79,64,85,83
3997,Jennifer,Hernandez,jennifer.hernandez.3997@gslingacademy.com,female,False,2,False,17,Teacher,82,92,75,75,93,90,64
3998,Anne,Alvarez,anne.alvarez.3998@gslingacademy.com,female,False,1,False,15,Teacher,89,74,94,60,87,78,89
3999,Lisa,Williams,lisa.williams.3999@gslingacademy.com,female,False,2,False,8,Teacher,62,69,98,95,73,79,82
4000,Rachel,Gordon,rachel.gordon.4000@gslingacademy.com,female,False,1,False,17,Teacher,93,88,87,66,68,76,95
4001,Autumn,Olson,autumn.olson.4001@gslingacademy.com,female,False,2,False,13,Teacher,73,87,83,80,65,91,80
4002,Bianca,Munoz,bianca.munoz.4002@gslingacademy.com,female,False,1,False,13,Teacher,76,73,95,60,91,85,87
4003,Samantha,Prince,samantha.prince.4003@gslingacademy.com,female,False,2,False,14,Teacher,88,68,77,62,97,95,88
4004,Patricia,Banks,patricia.banks.4004@gslingacademy.com,female,False,1,False,15,Teacher,85,75,63,61,74,82,95
4005,Kelly,Wood,kelly.wood.4005@gslingacademy.com,female,False,2,False,17,Teacher,97,69,87,70,66,71,72
4006,Amanda,Moreno,amanda.moreno.4006@gslingacademy.com,female,False,1,False,15,Teacher,86,65,85,60,94,92,84
4007,Crystal,Lang,crystal.lang.4007@gslingacademy.com,female,False,2,False,16,Teacher,64,95,65,68,73,94,70
4008,Rachel,James,rachel.james.4008@gslingacademy.com,female,False,3,False,9,Teacher,94,64,71,89,77,80,90
4009,Leah,Figueroa,leah.figueroa.4009@gslingacademy.com,female,False,2,False,9,Teacher,87,73,95,93,89,82,66
4010,Pam,Horton,pam.horton.4010@gslingacademy.com,female,False,6,False,16,Teacher,67,80,85,97,83,82,75
4011,Anne,Anderson,anne.anderson.4011@gslingacademy.com,female,False,2,False,16,Teacher,96,68,85,72,66,71,75
4012,Karen,Hall,karen.hall.4012@gslingacademy.com,female,False,1,False,17,Teacher,92,68,69,60,90,88,95
4013,Shannon,Campbell,shannon.campbell.4013@gslingacademy.com,female,False,3,False,9,Teacher,90,64,75,87,71,75,90
4014,Sherri,Ortiz,sherri.ortiz.4014@gslingacademy.com,female,False,1,False,16,Teacher,86,89,73,78,94,87,64
4015,Chelsea,Fletcher,chelsea.fletcher.4015@gslingacademy.com,female,False,2,False,8,Teacher,90,65,74,86,69,75,90
4016,Rachel,Lane,rachel.lane.4016@gslingacademy.com,female,False,1,False,13,Teacher,88,81,82,70,62,90,67
4017,Autumn,Smith,autumn.smith.4017@gslingacademy.com,female,False,2,False,8,Teacher,67,73,98,96,78,76,86
4018,Mary,Watts,mary.watts.4018@gslingacademy.com,female,False,1,False,10,Teacher,91,84,69,78,95,90,71
4019,Emily,Cox,emily.cox.4019@gslingacademy.com,female,False,3,False,11,Teacher,92,92,68,98,86,88,83
4020,Brittney,Pearson,brittney.pearson.4020@gslingacademy.com,female,False,3,False,13,Teacher,66,95,60,69,72,86,69
4021,Dawn,Wyatt,dawn.wyatt.4021@gslingacademy.com,female,False,2,False,15,Teacher,73,82,81,96,78,75,72
4022,Jessica,Diaz,jessica.diaz.4022@gslingacademy.com,female,False,2,False,7,Teacher,75,73,99,91,84,80,67
4023,Desiree,Becker,desiree.becker.4023@gslingacademy.com,female,False,2,False,17,Teacher,80,94,94,88,93,95,91
4024,Nicole,Gutierrez,nicole.gutierrez.4024@gslingacademy.com,female,False,3,False,14,Teacher,76,72,67,66,87,89,98
4025,Rachel,Olson,rachel.olson.4025@gslingacademy.com,female,False,1,False,10,Teacher,73,71,99,87,94,80,72
4026,Jacqueline,Peters,jacqueline.peters.4026@gslingacademy.com,female,False,8,False,14,Teacher,83,61,77,84,73,93,85
4027,Dawn,Parker,dawn.parker.4027@gslingacademy.com,female,False,2,False,10,Teacher,95,80,71,93,92,80,74
4028,Haley,Thornton,haley.thornton.4028@gslingacademy.com,female,False,1,False,16,Teacher,89,71,66,60,84,85,95
4029,Nancy,Wyatt,nancy.wyatt.4029@gslingacademy.com,female,False,1,False,11,Teacher,64,93,83,86,72,86,89
4030,Mary,Adkins,mary.adkins.4030@gslingacademy.com,female,False,1,False,11,Teacher,71,85,74,79,65,84,84
4031,Jillian,Lyons,jillian.lyons.4031@gslingacademy.com,female,False,2,False,17,Teacher,80,94,96,92,95,96,87
4032,Candice,Lewis,candice.lewis.4032@gslingacademy.com,female,False,3,False,13,Teacher,65,61,72,63,67,88,86
4033,Jennifer,Morgan,jennifer.morgan.4033@gslingacademy.com,female,False,5,False,13,Teacher,73,82,92,98,87,75,86
4034,Krista,Terry,krista.terry.4034@gslingacademy.com,female,False,3,False,16,Teacher,82,92,96,89,89,97,86
4035,Michelle,Martin,michelle.martin.4035@gslingacademy.com,female,False,0,False,16,Teacher,76,92,87,79,85,92,97
4036,Tracey,Smith,tracey.smith.4036@gslingacademy.com,female,False,2,False,13,Teacher,91,78,70,64,97,90,97
4037,Anna,Thomas,anna.thomas.4037@gslingacademy.com,female,False,6,False,16,Teacher,66,79,86,97,82,81,75
4038,Tammy,Graham,tammy.graham.4038@gslingacademy.com,female,False,3,False,9,Teacher,73,62,79,78,67,88,97
4039,Amy,Walker,amy.walker.4039@gslingacademy.com,female,False,3,False,10,Teacher,92,68,78,71,96,93,98
4040,Angela,Johnson,angela.johnson.4040@gslingacademy.com,female,False,3,False,10,Teacher,92,65,79,72,96,93,98
4041,Janice,Joyce,janice.joyce.4041@gslingacademy.com,female,False,3,False,13,Teacher,81,70,70,68,90,90,98
4042,Lisa,Meyer,lisa.meyer.4042@gslingacademy.com,female,False,2,False,7,Teacher,79,77,99,90,89,80,67
4043,Michelle,Harper,michelle.harper.4043@gslingacademy.com,female,False,2,False,13,Teacher,91,85,71,79,94,92,67
4044,Theresa,Wilkins,theresa.wilkins.4044@gslingacademy.com,female,False,2,False,12,Teacher,68,88,99,79,61,84,84
4045,Margaret,Gonzales,margaret.gonzales.4045@gslingacademy.com,female,False,2,False,12,Teacher,90,63,81,68,96,95,91
4046,Christina,Sandoval,christina.sandoval.4046@gslingacademy.com,female,False,1,False,15,Teacher,67,83,73,87,70,86,82
4047,Regina,Mitchell,regina.mitchell.4047@gslingacademy.com,female,False,4,False,11,Teacher,79,84,97,98,91,70,94
4048,Amanda,Greene,amanda.greene.4048@gslingacademy.com,female,False,1,False,13,Teacher,67,82,94,78,60,86,82
4049,Kelli,Hall,kelli.hall.4049@gslingacademy.com,female,False,0,False,11,Teacher,70,85,72,79,66,83,86
4050,Caroline,Johnson,caroline.johnson.4050@gslingacademy.com,female,False,1,False,14,Teacher,91,98,64,95,79,95,88
4051,Cynthia,Smith,cynthia.smith.4051@gslingacademy.com,female,False,4,False,10,Teacher,66,96,62,88,70,84,79
4052,Brooke,Shea,brooke.shea.4052@gslingacademy.com,female,False,2,False,16,Teacher,68,82,62,60,74,93,62
4053,Penny,Gomez,penny.gomez.4053@gslingacademy.com,female,False,2,False,10,Teacher,69,95,79,79,92,87,70
4054,Jennifer,Willis,jennifer.willis.4054@gslingacademy.com,female,False,3,False,14,Teacher,79,73,67,66,89,89,98
4055,Kelly,Mclaughlin,kelly.mclaughlin.4055@gslingacademy.com,female,False,1,False,15,Teacher,68,83,74,86,70,86,81
4056,Andrea,Davis,andrea.davis.4056@gslingacademy.com,female,False,0,False,8,Teacher,82,91,69,74,98,86,75
4057,Diane,Gallegos,diane.gallegos.4057@gslingacademy.com,female,False,0,False,13,Teacher,75,86,78,96,79,72,71
4058,Suzanne,Bailey,suzanne.bailey.4058@gslingacademy.com,female,False,1,False,13,Teacher,64,90,67,94,69,88,84
4059,Tracey,Hill,tracey.hill.4059@gslingacademy.com,female,False,1,False,9,Teacher,78,80,92,92,84,76,69
4060,Lisa,Lee,lisa.lee.4060@gslingacademy.com,female,False,2,False,16,Teacher,64,94,65,67,73,94,69
4061,Tara,Andrews,tara.andrews.4061@gslingacademy.com,female,False,2,False,15,Teacher,79,73,65,65,83,86,98
4062,Debbie,Russell,debbie.russell.4062@gslingacademy.com,female,False,3,False,16,Teacher,82,93,96,90,91,97,85
4063,Ashley,Jones,ashley.jones.4063@gslingacademy.com,female,False,0,False,15,Teacher,68,83,73,85,70,85,83
4064,Elizabeth,Arroyo,elizabeth.arroyo.4064@gslingacademy.com,female,False,2,False,17,Teacher,85,91,73,76,94,90,64
4065,Regina,Frye,regina.frye.4065@gslingacademy.com,female,False,3,False,13,Teacher,91,67,87,63,84,77,75
4066,Sherri,Li,sherri.li.4066@gslingacademy.com,female,False,2,False,13,Teacher,85,82,82,73,62,90,69
4067,Laura,Benson,laura.benson.4067@gslingacademy.com,female,False,1,False,16,Teacher,81,94,81,81,87,93,99
4068,Tracy,Hart,tracy.hart.4068@gslingacademy.com,female,False,1,False,10,Teacher,72,90,77,96,84,75,71
4069,Patricia,Todd,patricia.todd.4069@gslingacademy.com,female,False,1,False,8,Teacher,95,65,67,85,74,81,90
4070,Tonya,Ellis,tonya.ellis.4070@gslingacademy.com,female,False,0,False,16,Teacher,74,91,86,79,83,91,96
4071,Julia,Matthews,julia.matthews.4071@gslingacademy.com,female,False,3,False,11,Teacher,80,85,98,98,92,72,95
4072,Alyssa,Wilson,alyssa.wilson.4072@gslingacademy.com,female,False,2,False,12,Teacher,89,67,86,60,90,80,76
4073,Andrea,Schultz,andrea.schultz.4073@gslingacademy.com,female,False,3,False,11,Teacher,92,69,77,70,97,92,98
4074,Wendy,Rhodes,wendy.rhodes.4074@gslingacademy.com,female,False,1,False,13,Teacher,63,91,66,95,69,89,84
4075,Crystal,Stewart,crystal.stewart.4075@gslingacademy.com,female,False,2,False,11,Teacher,61,74,94,61,92,91,85
4076,Tina,Black,tina.black.4076@gslingacademy.com,female,False,1,False,16,Teacher,86,70,68,62,89,88,96
4077,Alexandra,Collier,alexandra.collier.4077@gslingacademy.com,female,False,0,False,15,Teacher,77,83,79,96,76,71,71
4078,Danielle,Davis,danielle.davis.4078@gslingacademy.com,female,False,0,False,12,Teacher,97,75,70,91,89,77,69
4079,Megan,Nicholson,megan.nicholson.4079@gslingacademy.com,female,False,1,False,13,Teacher,63,93,65,97,69,89,84
4080,Angela,Velazquez,angela.velazquez.4080@gslingacademy.com,female,False,2,False,10,Teacher,94,81,71,94,92,80,75
4081,Karen,Gomez,karen.gomez.4081@gslingacademy.com,female,False,4,False,14,Teacher,77,99,69,86,79,95,92
4082,Stephanie,Adams,stephanie.adams.4082@gslingacademy.com,female,False,0,False,12,Teacher,68,84,71,81,68,82,86
4083,Theresa,Vega,theresa.vega.4083@gslingacademy.com,female,False,2,False,13,Teacher,66,86,99,79,60,84,84
4084,Susan,Porter,susan.porter.4084@gslingacademy.com,female,False,0,False,9,Teacher,66,69,88,68,64,72,73
4085,Christina,Moss,christina.moss.4085@gslingacademy.com,female,False,3,False,13,Teacher,66,99,77,84,73,94,86
4086,Shelley,Clark,shelley.clark.4086@gslingacademy.com,female,False,3,False,13,Teacher,78,87,84,81,63,92,77
4087,Christina,Wright,christina.wright.4087@gslingacademy.com,female,False,3,False,12,Teacher,68,67,86,60,77,85,68
4088,Lisa,Moore,lisa.moore.4088@gslingacademy.com,female,False,1,False,12,Teacher,62,72,96,67,94,89,84
4089,Ashley,Mora,ashley.mora.4089@gslingacademy.com,female,False,5,False,16,Teacher,85,88,98,66,62,94,89
4090,Megan,Alvarado,megan.alvarado.4090@gslingacademy.com,female,False,2,False,8,Teacher,74,92,74,97,91,79,74
4091,Lisa,Duran,lisa.duran.4091@gslingacademy.com,female,False,1,False,10,Teacher,65,69,92,97,71,78,84
4092,Kimberly,Williams,kimberly.williams.4092@gslingacademy.com,female,False,1,False,17,Teacher,95,81,85,67,69,71,89
4093,Karen,Oliver,karen.oliver.4093@gslingacademy.com,female,False,1,False,13,Teacher,70,71,86,99,72,75,88
4094,Katherine,Galloway,katherine.galloway.4094@gslingacademy.com,female,False,3,False,13,Teacher,87,77,69,65,96,90,98
4095,Stephanie,Melton,stephanie.melton.4095@gslingacademy.com,female,False,1,False,12,Teacher,63,93,65,97,68,89,85
4096,Katherine,Joyce,katherine.joyce.4096@gslingacademy.com,female,False,3,False,8,Teacher,78,91,73,97,91,80,75
4097,Sydney,Ramirez,sydney.ramirez.4097@gslingacademy.com,female,False,3,False,13,Teacher,74,85,85,80,60,90,77
4098,Courtney,Ray,courtney.ray.4098@gslingacademy.com,female,False,5,False,10,Teacher,89,62,78,91,75,79,89
4099,Amy,Lloyd,amy.lloyd.4099@gslingacademy.com,female,False,3,False,9,Teacher,72,78,98,97,84,73,90
4100,Karen,Fernandez,karen.fernandez.4100@gslingacademy.com,female,False,4,False,12,Teacher,76,90,88,81,60,89,77
4101,Kathryn,Long,kathryn.long.4101@gslingacademy.com,female,False,2,False,9,Teacher,66,66,80,82,71,94,97
4102,Melissa,Thompson,melissa.thompson.4102@gslingacademy.com,female,False,1,False,13,Teacher,63,92,66,96,69,89,84
4103,Vanessa,Wolfe,vanessa.wolfe.4103@gslingacademy.com,female,False,3,False,14,Teacher,76,72,67,66,87,89,98
4104,Julia,Norris,julia.norris.4104@gslingacademy.com,female,False,1,False,10,Teacher,89,69,70,87,68,73,85
4105,Alexandra,Clark,alexandra.clark.4105@gslingacademy.com,female,False,1,False,8,Teacher,68,94,76,96,90,77,71
4106,Lauren,Nguyen,lauren.nguyen.4106@gslingacademy.com,female,False,6,False,15,Teacher,81,61,73,85,73,96,78
4107,Lisa,Green,lisa.green.4107@gslingacademy.com,female,False,1,False,10,Teacher,65,69,92,97,71,78,84
4108,Kimberly,Young,kimberly.young.4108@gslingacademy.com,female,False,0,False,11,Teacher,67,87,68,83,68,83,87
4109,Kaitlin,Austin,kaitlin.austin.4109@gslingacademy.com,female,False,2,False,15,Teacher,80,94,75,78,95,88,66
4110,Holly,Jimenez,holly.jimenez.4110@gslingacademy.com,female,False,4,False,10,Teacher,91,89,69,98,90,85,81
4111,Christine,Haynes,christine.haynes.4111@gslingacademy.com,female,False,2,False,10,Teacher,92,63,81,72,96,94,96
4112,Jacqueline,Dickerson,jacqueline.dickerson.4112@gslingacademy.com,female,False,2,False,11,Teacher,95,76,78,87,91,89,67
4113,Diana,White,diana.white.4113@gslingacademy.com,female,False,1,False,11,Teacher,89,69,70,87,68,73,85
4114,Bonnie,Johnston,bonnie.johnston.4114@gslingacademy.com,female,False,2,False,12,Teacher,62,94,66,98,68,89,85
4115,Crystal,Garcia,crystal.garcia.4115@gslingacademy.com,female,False,1,False,13,Teacher,63,93,65,97,69,89,84
4116,Debra,Young,debra.young.4116@gslingacademy.com,female,False,1,False,10,Teacher,68,68,88,64,71,78,69
4117,Jessica,James,jessica.james.4117@gslingacademy.com,female,False,3,False,14,Teacher,84,88,91,81,75,96,85
4118,Brianna,Haley,brianna.haley.4118@gslingacademy.com,female,False,0,False,15,Teacher,76,83,79,96,76,72,71
4119,Brittany,Shaffer,brittany.shaffer.4119@gslingacademy.com,female,False,1,False,12,Teacher,64,92,65,94,68,88,85
4120,Cassandra,Porter,cassandra.porter.4120@gslingacademy.com,female,False,3,False,10,Teacher,92,64,81,73,95,93,96
4121,Whitney,Atkinson,whitney.atkinson.4121@gslingacademy.com,female,False,2,False,15,Teacher,67,89,75,86,71,89,83
4122,Kelly,Le,kelly.le.4122@gslingacademy.com,female,False,2,False,16,Teacher,84,71,67,63,88,88,97
4123,Rachel,Evans,rachel.evans.4123@gslingacademy.com,female,False,3,False,11,Teacher,65,95,63,91,69,86,81
4124,Kristina,Bradley,kristina.bradley.4124@gslingacademy.com,female,False,0,False,10,Teacher,76,90,75,72,91,88,72
4125,Jennifer,Vaughn,jennifer.vaughn.4125@gslingacademy.com,female,False,1,False,15,Teacher,67,87,74,86,71,88,83
4126,Amy,Cervantes,amy.cervantes.4126@gslingacademy.com,female,False,3,False,16,Teacher,80,94,97,94,95,97,85
4127,Karen,Soto,karen.soto.4127@gslingacademy.com,female,False,2,False,15,Teacher,67,90,75,86,71,89,83
4128,Joanna,Cook,joanna.cook.4128@gslingacademy.com,female,False,2,False,10,Teacher,92,70,92,95,89,83,66
4129,Heather,Castro,heather.castro.4129@gslingacademy.com,female,False,3,False,13,Teacher,61,61,73,60,70,90,81
4130,Tara,Scott,tara.scott.4130@gslingacademy.com,female,False,2,False,14,Teacher,67,94,75,85,72,91,84
4131,Alicia,Martinez,alicia.martinez.4131@gslingacademy.com,female,False,2,False,17,Teacher,97,68,86,72,66,71,74
4132,Sharon,Mccarty,sharon.mccarty.4132@gslingacademy.com,female,False,2,False,9,Teacher,66,66,82,81,72,95,99
4133,Christina,Johnston,christina.johnston.4133@gslingacademy.com,female,False,4,False,13,Teacher,73,91,81,82,64,92,79
4134,Mariah,Thompson,mariah.thompson.4134@gslingacademy.com,female,False,2,False,10,Teacher,92,64,80,73,95,93,97
4135,Phyllis,Kelly,phyllis.kelly.4135@gslingacademy.com,female,False,2,False,16,Teacher,89,77,66,99,77,73,76
4136,Megan,Freeman,megan.freeman.4136@gslingacademy.com,female,False,1,False,17,Teacher,89,74,65,99,73,71,75
4137,Nancy,Preston,nancy.preston.4137@gslingacademy.com,female,False,7,False,13,Teacher,78,61,79,83,72,95,88
4138,Jane,Mitchell,jane.mitchell.4138@gslingacademy.com,female,False,0,False,12,Teacher,66,84,82,80,75,91,92
4139,Lynn,Thomas,lynn.thomas.4139@gslingacademy.com,female,False,1,False,16,Teacher,89,71,66,60,84,85,95
4140,Carol,Morton,carol.morton.4140@gslingacademy.com,female,False,1,False,14,Teacher,65,88,69,92,70,87,83
4141,Gail,Welch,gail.welch.4141@gslingacademy.com,female,False,2,False,13,Teacher,87,81,82,71,62,90,68
4142,Laura,Sweeney,laura.sweeney.4142@gslingacademy.com,female,False,3,False,14,Teacher,86,88,93,81,79,97,87
4143,Andrea,Martin,andrea.martin.4143@gslingacademy.com,female,False,1,False,14,Teacher,93,97,65,98,78,95,85
4144,Crystal,Stewart,crystal.stewart.4144@gslingacademy.com,female,False,1,False,17,Teacher,91,69,68,60,88,87,95
4145,Doris,Adams,doris.adams.4145@gslingacademy.com,female,False,1,False,14,Teacher,85,96,65,98,75,94,85
4146,Maria,Nelson,maria.nelson.4146@gslingacademy.com,female,False,2,False,15,Teacher,80,62,66,87,75,97,68
4147,Jill,Roy,jill.roy.4147@gslingacademy.com,female,False,5,False,10,Teacher,90,62,78,92,75,77,89
4148,Heidi,Matthews,heidi.matthews.4148@gslingacademy.com,female,False,2,False,15,Teacher,83,96,76,83,86,94,98
4149,Tracie,Gutierrez,tracie.gutierrez.4149@gslingacademy.com,female,False,2,False,8,Teacher,87,88,70,86,95,84,78
4150,Catherine,Johnson,catherine.johnson.4150@gslingacademy.com,female,False,1,False,11,Teacher,64,93,83,86,72,86,89
4151,Monica,Stanley,monica.stanley.4151@gslingacademy.com,female,False,0,False,15,Teacher,71,83,75,90,72,80,77
4152,Teresa,Haynes,teresa.haynes.4152@gslingacademy.com,female,False,1,False,14,Teacher,93,97,65,98,78,95,85
4153,Angela,Jackson,angela.jackson.4153@gslingacademy.com,female,False,1,False,9,Teacher,98,65,66,87,78,83,89
4154,Ashley,Brown,ashley.brown.4154@gslingacademy.com,female,False,1,False,17,Teacher,80,93,85,80,88,93,99
4155,Sherry,Kelley,sherry.kelley.4155@gslingacademy.com,female,False,1,False,16,Teacher,85,78,70,98,74,71,73
4156,Alexander,Sanders,alexander.sanders.4156@gslingacademy.com,male,False,4,False,22,Writer,89,73,89,76,92,98,81
4157,Pamela,Miller,pamela.miller.4157@gslingacademy.com,female,False,3,False,21,Writer,65,82,87,87,92,93,72
4158,Deborah,Moore,deborah.moore.4158@gslingacademy.com,female,False,5,False,29,Writer,72,85,67,77,74,90,95
